,estimated_yield,matched_crop
"caraway, caraway seed, cumin, carvi, KÃ¼mmel, alcaravea, kummin, karauya, karwij, alcaravia, tmin, yuan-sui, karve, kommen, kumina, kÃºmen, WiesenkÃ¼mmel, Carvi fructus, Aetheroleum carvi",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"cardamom, cardamomo, cardamome, kardamom, kardemom, elachi, hal, karudamon, pai tou k'ou, kardomom, kardemome",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"cardoon, artichoke thistle, wild artichoke, desert artichoke, Artischocke",2184.4,other stimulant spice and aromatic crops nec
caroa,7523.3,taro
"carob tree, carob bean tree, carrubo, Johannisbrotbaum, Johannesbrotwachs, carrubio, algarrobo, alfarrobeira, Johannesbroodboom",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"cascade fir, Pacific silver fir, lovely fir, red fir, white fir",1485.3,kenaf and other textile bast fibres raw or retted
"casia amarilla, Mwenu, Mhomba",1208.5,karite nuts sheanuts
"casimiroa, Mexican apple, white sapote, sapote blanc, zapote blanco, chapote, matasano, cacchique, ceaxmisttea, cochitzapoti",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"cassava, tapioca plant, manihot, manioc, maniok, cassave, mandioca, macaxeira (sweet varieties), yuca, aipim (Brazil), mushu, tapioka, pondu, saka-saka, yautia",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"cassia, Chinese cassia, Chinese cinnamon, canela de la China, cannelle de cochinchine, zimtkassie, kassia, darasini, bokei, kuei, kwei",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"castor oil plant, bele ni vavalagi, lama papalagi, castor bean, gullo, kobo (Galinya), kasterolieboom",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"cat's foot, mountain everlasting",6379.6,plantains and cooking bananas
"catchthorn, musau",5962.3,maize corn
"catnip, catmint, neveda dos gatos, erva dos gatos, nepeta, cataria, gataria, nebeda, hierba gatera",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"cauliflower, chou fleur (French), coliflor (Spanish), cavolfiore (Italian), broccoli, heading broccoli, brocoli (French), broccoli (Italian), brocoli (Spanish)",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
cavalcade centro,10963.3,avocados
"cayenne pepper, perennial pepper, pimenton, poivre rouge, cayennepfeffer, kajennepeppar, cayennepepper, pepe di caienna, kayenski pyerets, la-chiao, filfil ahmar, chilli, hot pepper, tabasco pepper, polo, boro ni vavalagi, rokete, brandrissie, mircha, te beneka, polo fifisi, Sili",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"celeriac, turnip rooted celery, knob celery, cÃ©leri-rave, knolselder, wurzelsellerie, knollensellerie, knolselderij, bleekselder",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
celery,3151.2,barley
"centro, cardillo",361.0,nutmeg mace cardamoms raw
"cha nang, hae phan chan, ian don, khan nang, krung badan, lai phueak, plalai phueak, trueng badan, tung so, yik bo thong, yik mai thueng, phiak, bedara pahit, bedara putih, bidara laut, lempudu pahit, muntah bumi, penawar pahit, petani bumi, tongkat ali, tongkat baginda, payung ali, babi kurus, pasak bumi, tungke ali",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"chamborote, chilipuca, cubaces, cub, frijol chamborote, haricot d'Espagne, runner bean, bean - runner, scarlet runner bean",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"chamomile, roman chamomile, camomille romaine, rÃ¶mische Kamille, camomilla, kamilica, Chamomillae romanae flos, Aetheroleum chamomillae romanae",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
channel millet,1008.4,millet
"charcoal tree, gun-powder tree, mpesi, menarong, bulasisi, corgul",27043.7,cantaloupes and other melons
"chaste tree, hemp tree, sage tree, Indian spice, monk's-pepper tree, arvore da castidade, agno-casto, Agni-casti fructus",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"chaya, tree spinach, chaya col, kikilchay, chaykeken",2184.4,other stimulant spice and aromatic crops nec
"chayote, Madeira marrow, vegetable pear, zucchetta spinosa, cidrayota, gayota, chistophine, mirliton, chocho, chuchu, xuxu, machiche, machuchu (Brazil), papa del arie (Argentina), huisquil (Mexico), choko, Sioko",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"cheloni, mukria sal, laukya, needlewood, schima, chilauni, kanak, makusal, madang gatal, puspa, seru, khai sou, Âmi, boun nak, gatal-gatal, kelinchi padi, medang gatal, samak, aule-chilaune, goe-chassi, sule-chilauni, bunnak, champa dong, thalo, mang tan, simartolu, v[oos]i thu[oos]c",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"chempedak, campedak, jak, baroh, bankong, sonekadat, champada",2184.4,other stimulant spice and aromatic crops nec
"cherimoya, cherimoyer, soursop, sauerapfel, cherimolier, graveola, noina ostrelia",3229.8,chillies and peppers dry capsicum spp pimenta spp raw
"cherry guava, Chinese guava, guava Chinese, strawberry guava, goyave de Chine, Cattley guava",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"cherry laurel, louro-cerejo",6849.2,sour cherries
"chervil, cerafolio, cerfeuil, kerbel, koervel, kÃ¸rvel, maqdunis afranji, kervel, cerfoglio, cerefolho, kervel', san-lo-po",18548.6,chillies and peppers green capsicum spp and pimenta spp
"chestnut, European chestnut, French chestnut, Italian chestnut, Spanish chestnut, Sardian chestnut, sweet chestnut, Congo stick, chataignier, castagno, Kastanienbaum, Edelkastanie, Ã¦gte kastanie, castanheiro vulgar, Castaneae folium, aila",13822.2,edible roots and tubers with high starch or inulin content nec fresh
chewing's fescue,638.4,cashew nuts in shell
"chickling vetch, falcon pea, vetchling, pea - falcon, fodder peas, chÃ­caro menudo",2184.4,other stimulant spice and aromatic crops nec
"chickpea, Bengal gram, pois chiche, cafe francais, gravancos, sigro, hanaz, djelbane",18548.6,chillies and peppers green capsicum spp and pimenta spp
"chickweed, common chickweed, vassarve, almindelig fuglegras, pihatÃ¤htimÃ¶, haugarfi, Vogelmiere, vÃ¥tarv, Stellariae herba",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"chicory, common chicory, wild succory, Belgian endive, blue-sailor's succory, chickory, achicoria, chicorÃ©e, chicoria, sigorei, cikoria, vÃ¤gvÃ¥rda, sikori, cikorie, sikuri, Wegwarte, Glyceria Wegwarte, Cichorii herba, Cichorii radix",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"chinquapin, dwarf chestnut, Alleghany chestnut, castanheiro anao",2184.4,other stimulant spice and aromatic crops nec
chir pine,1171.7,chick peas dry
"chives, chive garlic, ezo-negi, cebolleta, ciboulette, schnittlauch, grÃ¤slÃ¶k, purlÃ¸g, basal, bieslook, cipollina, cebolinha, cebolinho, alho de Espanha, ceboleta de Franca, luk-rezanyets, hsia-ye-ts'ung",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"cinnamon, true cinnamon, canela, cannelle, Zimt, kanel, qurfa, kaneel, cannella, koritsa, seiron-nikkei, jou-kuei, jou-kwei, Cortex Cinnamomi",670.3,cinnamon and cinnamontree flowers raw
"citron, citron tree, true citron, etrog, cedrat, cÃ©dratier, shamom (Oman), medischer apfel, cidrao, cidreira, limao rugoso, limao galego, cidro, jeruk sukade, sitrun, limau susu, muli, bulid, sidris, sidras, shouk-ta-kwah, vÃ«Ã«x, manao-khwai, somma-ngua, mawo-yao, thanh yÃªn",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"citrus, agrumes, jeruk, limau, mull, shouk, krauch, mak, cam, Zitrone",3229.8,chillies and peppers dry capsicum spp pimenta spp raw
"clary sage, clary, clear-eye sage, see-bright, eyelright, muscatel sage, sauge sclaree, muskatellersalbei, esclareia",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"cleavers, Spring cleavers, bedstraw, catchweed, scratchweed, mugweed, crosswort, pigtail, maywort, stickleback, sticky-willy, sweet hearts, goosegrass, snÃ¤rjmÃ¥ra, snÃ¤rjgrÃ¤s, klengjemaure, burre-snerre, kierumatara, klifurmara, Kletten-Labkraut, Klebkraut, amor de hortelao, lampaso, galhete, pega-pega, Galii aparinis herba",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"cloves, clove, tropical myrtle, clavo, girofle, clous de giroffle, clou de girofle, giroffles, giroflier, clavos de especial, clavero, cenkeh, lay-hnyin, khan phluu, kaanz phuu, kan phlu, dinh huong, GewÃ¼rznelke, GewÃ¼rznÃ¤gelein, Kreidenelke, Nelke, NÃ¤gelein, kryddnejlika, krydder nelliker, qaranful, kruidnagel, garofano, chiodi di garofano, cravo, cvozdika, choji, ting-hsiang, karanfil",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
club wheat,3625.0,wheat
"cluster pine, seaside pine, maritime pine, pinaster pine, trosden, pin maritime, pino marittimo, Strandkiefer, pinheiro bravo",13822.2,edible roots and tubers with high starch or inulin content nec fresh
coachwood,1636.1,hop cones
"coast coral tree, kuskoraalboom, umSinsi, umSintsi",1565.4,castor oil seeds
"cobweb houseleek, spiderweb leek, cottony houseleek",2304.7,seed cotton unginned
"coca leaf, coca, Peru coca",18842.2,cauliflowers and broccoli
"cocksfoot, orchard grass, dactyle vulgaire, dactyle agglomÃ©rÃ©, nÃ¤uelgras, panasco, capim de pomar, dactila, hundÃ¤xing, hundegras, hundegrÃ¦s, koiranheinÃ¤, hundgresi",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"cocoa, cacao, koko, Kakao",480.5,cocoa beans
cocona shrub,5747.0,coconuts in shell
"coconut, cocotier, palma de coco, cocotero, cÃ´co, narial, thengai, kokospalme, ye, tree of life, tree of heaven, kalpaviriksha, tree of abundance, natures supermarket, kulau, coir fibre, (See ""Notes"" for hybrid names)",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"coffee arabica, arabian coffee, arabica coffee, kafei, kofe, cafe, Kaffee, yebuna fire, buna",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
coffee senna,908.0,coffee green
"coffee, robusta coffee, kafei, cafe, Kaffee",670.3,cinnamon and cinnamontree flowers raw
"cogon grass, blade grass, blady grass, satintail, lalang, alang-alang, illuk grass, cottonwool grass, silky grass, silver spike, Japanese blood grass, paille de dys, paillotte, impÃ©rata cylindrique, kunai, gi, ngi, capim seno, imperata, sbow, ya kha, kyet-mei, kurukuru, kogon, gogon, umthente, co tranh, co tranh sang, bach mao, nha ca, gan",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"cohune palm, rain tree, American oil palm, cohune, corozo, manaca",2184.4,other stimulant spice and aromatic crops nec
"coleus potato, Livingstone potato, wilde aartappel, shezha, tsenga, tensa, tsenza, mutada, matheta, makwele, tapole emahlo, tapole-ea-mahlo, itapile, ibonda, ugilo, potato - coleus, ulucanqu, uluhlaza, isiqwili, ushizane, umhlati, ulujilo, umbondive, imbondwe, ujwangu, ushizan, UJilo, UJikwe, UHlazaluti, IZambhane",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
"colocynth, vine of Sodom, wild-gourd, egusi, bitter cucumber, bitter gourd, bitter apple, wild watermelon, colocinto, coloquintida, pepino amargo, Koloquint",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
"coltsfoot, coltsfoot herb, farfara, horsehoof, clayweed, dove dock, coughwort, tussilage, Huflattich, fÂ¢lfod, tussilagem, farfaria, nardosmia, casco de cavalo, unha de asno, Farfarae folium, Farfarae flos",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"common bamboo, feathery bamboo, bambu' vulgar, Mambu, Murangi, golden bamboo",2184.4,other stimulant spice and aromatic crops nec
"common banana, banana, plantain, broadleaf plantain, dessert banana, dwarf cavendish, banane, liwii, nas, navits, vii, meika (Cook I), vudi ni vavalagi, vudi, dini, vuda ni vavalagi, si, te banana (Kiribati), futi (Niue), fusi (Niue), hopa (Tonga), fai (Samoa), fai'i (Samoa), vudi (Simbo), hakua (Roviana), piesang (Afrikaans), futi (Tuvalu)",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
"common bean, french bean, frijol, garden bean, green bean, wandou, Buschbohne, adenguare, Stangenbohne, Reiserbohne, habichuela, haricot, haricot bean, haricot commun, haricot francais, kidney bean, mange-tout, pois, snap bean, pini, piini, field bean, wax bean, bean - common, Phaseoli legumina",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"common bladderwort, almindelig blÃ¦rerod",2182.7,broad beans and horse beans dry
"common blue wood aster, common blue heart-leaved aster, blue wood aster",19046.1,onions and shallots dry excluding dehydrated
common club moss,17031.8,lemons and limes
"common club-rush, bulrush, gewÃ¶hnliche teichsimse, sjÃ¸sevaks, sÃ¸-kogleaks, jÃ¤rvikaisla, votasef, sÃ¤v",16846.9,leeks and other alliaceous vegetables
common columbine,1636.1,hop cones
"common dogwood, dogwood, bloodtwig dogwood, swamp dogwood, pegwood, sanguinho-legitimo, skogskornell, benved, hÃ¥rdved, vildkornell, villkornell, rÃ¸d kornel, mustamarjakanukka, roter hartriegel",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
"common elder, elderberry, American elder, sweet elder, elder blow, sabugueiro do Canada'",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"common fig, fig, Turkey fig, te biku, fico, Feige, figue, figo, figueira mansa, higo, etse-beles, arbre, ficus",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"common foxglove, purple foxglove, foxglove, foxes glofa (Anglo-Saxon), witches' glove, dead man's bells, bloody fingers, bloody man's fingers, flapdock, fairy glove, fairy finger, finger flower, lady glove, Roter Fingerhut, Fingerkraut, Waldglocke, WaldglÃ¶ckchen, Waldschelle, Unserliebenfrauenhandschuh, Digitale pourprÃ©, Digitale rossa, dedaleira, digitalis, cacapeiro, dedalario, erva dedal, estoura-fole, luvas de Santa Maria, luvas de pastora, Almindelig fingerbÃ¸l, FingerbÃ¸l, RÃ¸d fingerbÃ¸l, Fingerborgsblomma, RevebjÃ¸lle, Revebjelle, FingurbjargablÃ³m, FingurbjargarblÃ³m, Rohtosormustinkukka, Sormustinkukka, Naparstnica purpurowa, Naparstnik, Echte Vingerhoedskruid, Vingerhoedskruid soort, Dedalera, Potschen",13822.2,edible roots and tubers with high starch or inulin content nec fresh
"common groundsel, groundsel, ragwort, simson, old-man-in-the-spring, tasneirinha, cardo-morto",2184.4,other stimulant spice and aromatic crops nec
"common hook thorn, gewone haakdoring, katdoring, mositsana, umtholo, motholo, umnyamanzi, moisitsane, cat thorn, water thorn, umthole, morutlhware, morutlhare, morunlhatana, morutlhatsana, mositsane, muvunda-mbado, moroba-diepe",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"common ivy, ivy, English ivy, Algerian ivy, Canary ivy, Madeira ivy, Engelse hedera, Efeu",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"common kidney vetch, lady's fingers",17339.4,peaches and nectarines
"common lungwort, lungwort, spotted dog, blue lungwort, Joseph-and-Mary, lungeurt, erva dos bofes, pulmonaria, Lungenkraut, pulmonary, Pulmonariae folium, Pulmonairae herba",1160.1,other nuts excluding wild edible nuts and groundnuts in shell nec
common myrtle,5962.3,maize corn
"common oleander, oleander, rose laurel, rose bay, French willow, South-Sea rose, sweet oleander, sweet-scented oleander, te orian, oleandro, pride of Ceylon, dafla, oleandre, laurier-rose, loendro, loendro da India, loendro de cheiro, adelfa, espirradeira, loureiro-rosa, nerio",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
"common plantain, broad-leaved plantain, greater plantain, lamb's foot, whiteman's-foot, door-yard plantain, healing blade, cart-track plant, waybread, platvoet, tanchagem maior, bolila, indlebe-kathekwane enkulu, Breitwegerich, Plantaginis majoris folium",1205.9,anise badian coriander cumin caraway fennel and juniper berries raw
